35.5,Bb3  (0,1)
35.6666666667,E3  (0,1)
35.8333333333,G3  (0,1)
36,B0  (0,2)
36,B1  (0,2)
36,B3  (0,1)
36,B2  (0,1)
36.1666666667,Eb3  (0,1)
36.3333333333,Gb3  (0,1)
36.5,B2  (0,1)
36.6666666667,Eb3  (0,1)
36.8333333333,Gb3  (0,1)
37,Ab1  (0,2)
37,Ab0  (0,2)
37,B2  (0,1)
37,B3  (0,1)
37.1666666667,D3  (0,1)
37.3333333333,F3  (0,1)
37.5,B2  (0,1)
37.6666666667,D3  (0,1)
37.8333333333,F3  (0,1)
38,F1  (0,2)
38,F0  (0,2)
38,B2  (0,1)
38,B3  (0,1)
38.1666666667,Db3  (0,1)
38.3333333333,Ab3  (0,1)
38.5,B2  (0,1)
38.6666666667,Db3  (0,1)
38.8333333333,Ab3  (0,1)
39,Gb1  (0,2)
39,Gb0  (0,2)
39,A3  (0,1)
39,A2  (0,1)
39.1666666667,Db3  (0,1)
39.3333333333,Gb3  (0,1)
39.5,A2  (0,1)
39.6666666667,Db3  (0,1)
39.8333333333,Gb3  (0,1)
40,B0  (0,2)
40,G2  (0,2)
40,B1  (0,2)
40,G3  (0,1)
40.1666666667,B2  (0,1)
40.3333333333,D3  (0,1)
40.5,G2  (0,2)
40.6666666667,B2  (0,1)
40.8333333333,D3  (0,1)
41,Gb2  (0,2)
41,C1  (0,2)
41,C2  (0,2)
41,Gb3  (0,1)
41.1666666667,A2  (0,1)
41.3333333333,Eb3  (0,1)
41.5,Gb2  (0,2)
41.6666666667,A2  (0,1)
41.8333333333,Eb3  (0,1)
42,Db2  (0,2)
42,Db1  (0,2)
42,Db3  (0,1)
42.1666666667,Gb2  (0,2)
42.3333333333,A2  (0,1)
42.5,Db2  (0,2)
42.6666666667,Gb2  (0,2)
42.8333333333,A2  (0,1)
43,Db2  (0,2)
43,Db1  (0,2)
43,Db3  (0,1)
43.1666666667,Gb2  (0,2)
43.3333333333,Ab2  (0,2)
43.5,Db2  (0,2)
43.5,Db1  (0,2)
43.5,Db3  (0,1)
43.6666666667,F2  (0,2)
43.8333333333,Ab2  (0,2)
44,Gb2  (0,2)
44,Gb0  (0,2)
44,Db1  (0,2)
44,Gb1  (0,2)
44.1666666667,A2  (0,1)
44.3333333333,Db3  (0,1)
44.5,A2  (0,1)
44.6666666667,Db3  (0,1)
44.8333333333,Gb3  (0,1)
45,Db3  (0,1)
45.1666666667,Gb3  (0,1)
45.3333333333,A3  (0,1)
45.5,Db3  (0,1)
45.5,Db4  (0,1)
45.6666666667,Gb3  (0,1)
45.8333333333,A3  (0,1)
45.875,Db4  (0,1)
46,F2  (0,2)
46,F1  (0,2)
46,Db2  (0,2)
46,Db4  (0,1)
46,Db3  (0,1)
46.1666666667,Ab3  (0,1)
46.3333333333,B3  (0,1)
46.5,Db3  (0,1)
46.6666666667,Ab3  (0,1)
46.8333333333,B3  (0,1)
47,Db3  (0,1)
47.1666666667,Ab3  (0,1)
47.3333333333,B3  (0,1)
47.5,Db4  (0,1)
47.5,Db3  (0,1)
47.6666666667,Ab3  (0,1)
47.8333333333,B3  (0,1)
47.875,Db4  (0,1)
48,Db4  (0,1)
48,Db3  (0,1)
48,Gb1  (0,2)
48,Gb2  (0,2)
48.1666666667,Gb3  (0,1)
48.3333333333,A3  (0,1)
48.5,Db3  (0,1)
48.6666666667,Gb3  (0,1)
48.8333333333,A3  (0,1)
49,C3  (0,1)
49,C4  (0,1)
49,Eb1  (0,2)
49,Eb2  (0,2)
49.1666666667,Gb3  (0,1)
49.3333333333,A3  (0,1)
49.5,Db4  (0,1)
49.5,Db3  (0,1)
49.5,Db2  (0,2)
49.5,Db1  (0,2)
49.6666666667,Gb3  (0,1)
49.8333333333,A3  (0,1)
50,Eb3  (0,1)
50,Eb4  (0,1)
50,C1  (0,2)
50,C2  (0,2)
50,Ab1  (0,2)
50.1666666667,Gb3  (0,1)
50.3333333333,Ab3  (0,1)
50.5,Eb3  (0,1)
50.6666666667,Gb3  (0,1)
50.8333333333,Ab3  (0,1)
51,Eb3  (0,1)
51.1666666667,Gb3  (0,1)
51.3333333333,Ab3  (0,1)
51.5,Eb4  (0,1)
51.5,Eb3  (0,1)
51.5,Ab1  (0,2)
51.5,C2  (0,2)
51.5,C1  (0,2)
51.6666666667,Gb3  (0,1)
51.8333333333,Ab3  (0,1)
52,E4  (0,1)
52,E3  (0,1)
52,Db2  (0,2)
52,Ab1  (0,2)
52,Db1  (0,2)
52.1666666667,Ab3  (0,1)
52.3333333333,Db4  (0,1)
52.5,E3  (0,1)
52.6666666667,Ab3  (0,1)
52.8333333333,Db4  (0,1)
53,Eb4  (0,1)
53,Eb3  (0,1)
53,Gb1  (0,2)
53,Gb0  (0,2)
53.1666666667,Gb3  (0,1)
53.3333333333,A3  (0,1)
53.5,Db4  (0,1)
53.5,Db3  (0,1)
53.5,G1  (0,2)
53.5,G0  (0,2)
53.6666666667,E3  (0,1)
53.8333333333,Bb3  (0,1)
54,C4  (0,1)
54,Ab0  (0,2)
54,Ab1  (0,2)
54.1666666667,C3  (0,1)
54.3333333333,Eb3  (0,1)
54.5,Ab3  (0,1)
54.6666666667,C3  (0,1)
54.8333333333,Eb3  (0,1)
55,A3  (0,1)
55.1583333333,C3  (0,1)
55.3333333333,Eb3  (0,1)
55.5,Gb3  (0,1)
55.6583333333,C3  (0,1)
55.8333333333,Eb3  (0,1)
56,Ab1  (0,2)
56,Ab0  (0,2)
56.1666666667,C2  (0,2)
56.3333333333,Eb2  (0,2)
56.5,Ab2  (0,2)
56.6666666667,C2  (0,2)
56.8333333333,Eb2  (0,2)
57,A2  (0,1)
57.1583333333,C2  (0,2)
57.3333333333,Eb2  (0,2)
57.5,Gb2  (0,2)
57.6666666667,C2  (0,2)
57.8333333333,Eb2  (0,2)
58,Ab0  (0,2)
58,Ab1  (0,2)
58,E2  (0,2)
58.1666666667,E3  (0,1)
58.325,Ab3  (0,1)
58.5,Db4  (0,1)
58.6666666667,E3  (0,1)
58.8333333333,Ab3  (0,1)
59,E4  (0,1)
59.1666666667,E3  (0,1)
59.3333333333,Ab3  (0,1)
59.5,Db4  (0,1)
59.6583333333,E3  (0,1)
59.8333333333,Ab3  (0,1)
60,Ab1  (0,2)
60,Ab0  (0,2)
60.1666666667,E2  (0,2)
60.3333333333,Ab2  (0,2)
60.5,Db3  (0,1)
60.6666666667,E2  (0,2)
60.8333333333,Ab2  (0,2)
61,E3  (0,1)
61.1666666667,E2  (0,2)
61.3333333333,Ab2  (0,2)
61.5,Db3  (0,1)
61.6666666667,E2  (0,2)
61.8333333333,Ab2  (0,2)
62,Eb2  (0,2)
62,Ab0  (0,2)
62,Ab1  (0,2)
62.1666666667,A2  (0,1)
62.3333333333,Gb2  (0,2)
62.5,C3  (0,1)
62.6666666667,A2  (0,1)
62.8333333333,Eb3  (0,1)
63,C3  (0,1)
63.1666666667,Gb3  (0,1)
63.3333333333,Eb3  (0,1)
63.5,A3  (0,1)
63.6666666667,Gb3  (0,1)
63.8333333333,C4  (0,1)
64,Ab1  (0,2)
64,E2  (0,2)
64,Ab0  (0,2)
64.1666666667,Db3  (0,1)
64.3333333333,Ab2  (0,2)
64.5,E3  (0,1)
64.6666666667,Db3  (0,1)
64.8333333333,Ab3  (0,1)
65,E3  (0,1)
65.1666666667,Db4  (0,1)
65.3333333333,Ab3  (0,1)
65.5,E4  (0,1)
65.6666666667,Db4  (0,1)
65.8333333333,Ab3  (0,1)
66,Ab0  (0,2)
66,Ab1  (0,2)
66,Db3  (0,1)
66.1666666667,G3  (0,1)
66.3333333333,E3  (0,1)
66.5,Bb3  (0,1)
66.6666666667,G3  (0,1)
66.8333333333,Db4  (0,1)
67,Bb3  (0,1)
67.1666666667,E4  (0,1)
67.3333333333,Db4  (0,1)
67.5,G4  (0,1)
67.6666666667,E4  (0,1)
67.8333333333,Bb4  (0,1)
68,Ab0  (0,2)
68,Ab1  (0,2)
68,Gb3  (0,1)
68.1666666667,C4  (0,1)
68.3333333333,A3  (0,1)
68.5,Eb4  (0,1)
68.6666666667,C4  (0,1)
68.8333333333,Gb4  (0,1)
69,Eb4  (0,1)
69.1666666667,A4  (0,1)
69.3333333333,Gb4  (0,1)
69.5,C5  (0,1)
69.6666666667,A4  (0,1)
69.8333333333,Eb5  (0,1)
70,C5  (0,1)
70.1666666667,Gb4  (0,1)
70.3333333333,A4  (0,1)
70.5,Eb4  (0,1)
70.6666666667,Gb4  (0,1)
70.8333333333,C4  (0,1)
71,Eb4  (0,1)
71.1666666667,A3  (0,1)
71.3333333333,C4  (0,1)
71.5,Gb3  (0,1)
71.6666666667,A3  (0,1)
71.8333333333,Eb3  (0,1)
72,Gb3  (0,1)
72.1666666667,C3  (0,1)
72.3333333333,Eb3  (0,1)
72.5,A2  (0,1)
72.6666666667,C3  (0,1)
72.8333333333,Gb2  (0,2)
73,A2  (0,1)
73.1666666667,Eb2  (0,2)
73.3333333333,Gb2  (0,2)
73.5,Db2  (0,2)
73.6666666667,Gb2  (0,2)
73.8333333333,A2  (0,1)
74,Ab1  (0,2)
74,Ab0  (0,2)
74,C2  (0,2)
74.1666666667,Gb2  (0,2)
74.3333333333,Ab2  (0,2)
74.5,A2  (0,1)
74.6666666667,Ab2  (0,2)
74.8333333333,Gb2  (0,2)
75,Eb2  (0,2)
75.1666666667,Gb2  (0,2)
75.3333333333,A2  (0,1)
75.5,Db2  (0,2)
75.6666666667,Gb2  (0,2)
75.8333333333,A2  (0,1)
76,Ab0  (0,2)
76,C2  (0,2)
76,Ab1  (0,2)
76.1666666667,Gb2  (0,2)
76.3333333333,Ab2  (0,2)
76.5,A2  (0,1)
76.6666666667,Ab2  (0,2)
76.8333333333,Gb2  (0,2)
77,D2  (0,2)
77.1666666667,Gb2  (0,2)
77.3333333333,A2  (0,1)
77.5,Db2  (0,2)
77.6666666667,Gb2  (0,2)
77.8333333333,A2  (0,1)
78,Ab1  (0,2)
78,Ab0  (0,2)
78,C2  (0,2)
78.1666666667,Gb2  (0,2)
78.3333333333,Ab2  (0,2)
78.5,A2  (0,1)
78.6666666667,Ab2  (0,2)
78.8333333333,Gb2  (0,2)
79,A1  (0,2)
79,A0  (0,2)
79,Db2  (0,2)
79.1666666667,E2  (0,2)
79.3333333333,Db3  (0,1)
79.5,Db2  (0,2)
79.6666666667,E2  (0,2)
79.8333333333,Db3  (0,1)
80,Gb0  (0,2)
80,Gb1  (0,2)
80,Eb2  (0,2)
80.1666666667,A2  (0,1)
80.3333333333,Db3  (0,1)
80.5,Eb2  (0,2)
80.6583333333,A2  (0,1)
80.8333333333,Db3  (0,1)
81,Ab0  (0,2)
81,Ab1  (0,2)
81,Eb2  (0,2)
81.1666666667,Ab2  (0,2)
81.3333333333,C3  (0,1)
81.5,Eb2  (0,2)
81.6666666667,Gb2  (0,2)
81.8333333333,C3  (0,1)
82,Db2  (0,2)
82,E2  (0,2)
82,Ab1  (0,2)
82,Db1  (0,2)
82.1666666667,Ab2  (0,2)
82.3333333333,Db3  (0,1)
82.5,Ab2  (0,2)
82.6666666667,Db3  (0,1)
82.8333333333,E3  (0,1)
83,Ab2  (0,2)
83.1666666667,Db3  (0,1)
83.3333333333,E3  (0,1)
83.5,Ab2  (0,2)
83.5,Ab3  (0,1)
83.6666666667,Db3  (0,1)
83.8333333333,E3  (0,1)
84,C1  (0,2)
84,C2  (0,2)
84,Ab2  (0,2)
84,Ab1  (0,2)
84,Ab3  (0,1)
84.1666666667,Eb3  (0,1)
84.3333333333,Gb3  (0,1)
84.5,Ab2  (0,2)
84.6666666667,Eb3  (0,1)
84.8333333333,Gb3  (0,1)
85,Ab2  (0,2)
85.1666666667,Eb3  (0,1)
85.3333333333,Gb3  (0,1)
85.5,Ab2  (0,2)
85.5,Ab3  (0,1)
85.6666666667,Eb3  (0,1)
85.8333333333,Gb3  (0,1)
85.875,Ab3  (0,1)
86,Db1  (0,2)
86,Ab2  (0,2)
86,Db2  (0,2)
86,Ab3  (0,1)
86.1666666667,Db3  (0,1)
86.3333333333,E3  (0,1)
86.5,Ab2  (0,2)
86.6666666667,Db3  (0,1)
86.8333333333,E3  (0,1)
87,Gb1  (0,2)
87,Gb0  (0,2)
87,A3  (0,1)
87,A2  (0,1)
87.1666666667,Db3  (0,1)
87.3333333333,Gb3  (0,1)
87.5,A2  (0,1)
87.6666666667,Db3  (0,1)
87.8333333333,Gb3  (0,1)
88,B1  (0,2)
88,Ab2  (0,2)
88,B0  (0,2)
88,Ab3  (0,1)
88.1666666667,B2  (0,1)
88.3333333333,E3  (0,1)
88.5,Ab2  (0,2)
88.6666666667,B2  (0,1)
88.8333333333,E3  (0,1)
89,B0  (0,2)
89,B1  (0,2)
89,A2  (0,1)
89,Gb3  (0,1)
89.1666666667,B2  (0,1)
89.3333333333,Eb3  (0,1)
89.4625,A2  (0,1)
89.5,B3  (0,1)
89.6666666667,B2  (0,1)
89.8333333333,Eb3  (0,1)
90,E1  (0,2)
90,E2  (0,2)
90,Ab2  (0,2)
90,E3  (0,1)
90.1666666667,B2  (0,1)
90.3333333333,E3  (0,1)
90.5,B2  (0,1)
90.6666666667,E3  (0,1)
90.8333333333,Ab3  (0,1)
91,B2  (0,1)
91.1666666667,E3  (0,1)
91.3333333333,Ab3  (0,1)
91.5,B3  (0,1)
91.5,B2  (0,1)
91.6666666667,E3  (0,1)
91.8333333333,Ab3  (0,1)
91.875,B3  (0,1)
92,Eb2  (0,2)
92,Eb1  (0,2)
92,B3  (0,1)
92,B2  (0,1)
92.1666666667,Gb3  (0,1)
92.3333333333,A3  (0,1)
92.5,B2  (0,1)
92.6666666667,Gb3  (0,1)
92.8333333333,A3  (0,1)
93,B2  (0,1)
93.1666666667,Gb3  (0,1)
93.3333333333,A3  (0,1)
93.5,B2  (0,1)
93.5,B3  (0,1)
93.6666666667,Gb3  (0,1)
93.8333333333,A3  (0,1)
93.875,B3  (0,1)
94,E2  (0,2)
94,E1  (0,2)
94,B3  (0,1)
94,B2  (0,1)
94.1583333333,E3  (0,1)
94.3333333333,Ab3  (0,1)
94.5,B2  (0,1)
94.6583333333,E3  (0,1)
94.8333333333,Ab3  (0,1)
95,Eb1  (0,2)
95,Eb2  (0,2)
95,C3  (0,1)
95,C4  (0,1)
95.1666666667,Gb3  (0,1)
95.3333333333,Ab3  (0,1)
95.5,Db1  (0,2)
95.5,Db2  (0,2)
95.5,Db3  (0,1)
95.5,Db4  (0,1)
95.6666666667,E3  (0,1)
95.8333333333,Ab3  (0,1)
96,Ab1  (0,2)
96,C2  (0,2)
96,C1  (0,2)
96,Eb3  (0,1)
96,Eb4  (0,1)
96.1666666667,Gb3  (0,1)
96.3333333333,Ab3  (0,1)
96.5,Eb3  (0,1)
96.6666666667,Gb3  (0,1)
96.8333333333,Ab3  (0,1)
97,Db1  (0,2)
97,Db2  (0,2)
97,Ab1  (0,2)
97,E3  (0,1)
97,E4  (0,1)
97.1666666667,Ab3  (0,1)
97.3333333333,Db4  (0,1)
97.5,E3  (0,1)
97.6666666667,Ab3  (0,1)
97.8333333333,Db4  (0,1)
98,Gb1  (0,2)
98,Gb0  (0,2)
98,D3  (0,1)
98,D4  (0,1)
98.1666666667,Gb3  (0,1)
98.3333333333,A3  (0,1)
98.5,D3  (0,1)
98.6666666667,Gb3  (0,1)
98.8333333333,A3  (0,1)
99,Ab0  (0,2)
99,Ab1  (0,2)
99,C4  (0,1)
99,C3  (0,1)
99.1666666667,Gb3  (0,1)
99.3333333333,Ab3  (0,1)
99.5,C3  (0,1)
99.6666666667,Gb3  (0,1)
99.8333333333,Ab3  (0,1)
100,Db2  (0,2)
100,Db1  (0,2)
100,Db4  (0,1)
100,Db3  (0,1)
100.1666666667,E3  (0,1)
100.3333333333,Ab3  (0,1)
100.5,Db3  (0,1)
100.6666666667,E3  (0,1)
100.8333333333,Ab3  (0,1)
101,Db3  (0,1)
